text,hate speech
quetedigangüeroaunqueseasmasnegroquelanoche,0
"Ahvaina,¿ahoranopuedocriticarporquesoyinmigrante?Diosmío¿porquehaygenteasí?",0
Immigration?Invasion?EntradamasivadeINMIGRANTESsubsaharianosaCEUTA|Españaviainformationpasséesoussilenceparlesmédiasbelges,0
Deestoqueestásescribiendoytepreguntaslocalladaqueestálaperra.Mirashaciaatrásyteencuentrasesto.,0
Eneselistadodebenestardesegundolosárabesychinosquenostienenjodidos.Vienendesuspaísesconunamanodelanteyunaatrásyconsiguenpréstamosgigantescosparasusnegociosyparamaltrataralvenezolano.Acáenmargaritasevemuchoesavaina,1
Queridatúeresunaputasinllenadero..quedicentushijosdetunuevoamor?Siguessiendosuejemplo,1
Guyanarecibirá$30mildeUnicefparaatenderarefugiadosvenezolanos- ,0
Cómocuandoestásbienprietitaytedicengüerajajaja,0
tuereslaperramasperradelasperras,1
InmigrantesintentanfugarsedeCeutaescondidosenunferryvía,0
"Malditohijodeperra...noséporquenosefueporunaputaletrinaensupuebloyseahogóenmierda,comolomerecia.",0
Yacallatepincheputaycelebralanavidadhijadeperra,1
Averquiénpagalafacturaycómoserepartenelmarróndedejarinmigrantesilegalessueltosporsusciudades(yquelosvotantesnodelohaganpagardentrodeunaño)...,1
"-Eltiemponoexiste.Ladivisiónespacio-temporalesunainvencióndelhombre,porlotanto,..-Cállate,hijo(a)deputa.",0
Ahoraquemehasfaltadoelrespetotelopuedodecirporfin:¡Afregarputa!,1
Memandanestamierda.Culturadelaviolaciónensusmejorespantallas.ESCORIA.Sepuedehaceralgo?,0
Peroelescenarioquedescribenoesdeacoso.Esdeviolaciónyasesinos,0
"LaConferenciaSectorialdeInmigraciónyEmigraciónsereúnedentrodeunahoraporprimeravezdesde2015.Enloquevadeaño,hanllegadoenpateraalascostasdelaregión145ciudadanosargelinos.",0
"CallateIvanelTonto,Nohaypruebas!!!Dondeestabashijodeperracuandogentecomobucaram,Lasso,baqueros,yoportunistassecomieronalEcuadoryserepartianenpedazos,cuandonohabianicarreterasnihospitales,nime",0
"-FinalChampionsLeague-LibertadoresySudaca-Tour,Giroyvuelta-Wimbledon-SuperBowl",0
Tueresunaputasentenciadayestasconconchaenelcongreso.Mentisteentucvyalasjustasterminasteprimaria.Notehagaslasantahipocritadecuarta,1
¿Distinguesentreunaviolaciónoentreunacosolaboral?olometestodoenelmismopack?.Cuandotemetenmanooteproponeneneltrabajonoteponenunanavajaenelcuello.Túeligessiesconvenienteonoydeesaeleccióncorre,0
Coñoquecalladosestáis,0
alguienmepuedeavisardondeconsigountecladoenarabe-,0
"JajajajajajjajajajajajajjaaayDioslamujeresmaldadmevoydeaqui,queputapavera.",1
cállateputa!Aprendeahablaryblanqueateelhocico.ExatlonMx,1
"MercedesyVodafoneselíanenlapolémicadelfutbolistaÖzilsobreelracismoenAlemania:“Soyalemáncuandoganamos,perouninmigrantecuandoperdemos”vía",0
Calmadosnoseamontonen!!!pinchesnacosfrijolerospikenseelculo,1
Cuandoteconozcatepegounchicleenlacaraaversitevesalgúndíabien,0
ChiringuitoKepatueresgilipollasroncero!!Dondeestávuestraputafactoría?,0
"Comomematascuandotemuevesasídelento,sientotodoelrecorridoylapresióndetucoñoalrededordemipolla,acariciasmipecho,sientesmirespiraciónagitada,mevoyacorrernena",0
"Lamoronegradaestáhundiendoelpaísabasedsercobradoresnetosdpensiones,teroristas,robar,violar,traficar,petarelsistemapenitenciario,educativo,judicialysanitario...peroloqimportaes1negroqdiceseringenieroNosTomanPorImbéciles",1
-¿Porquelaesatuadelalibertadesmujer?-Porquesenescesitabaunacabezahuecaparahacerunmirador,1
ComemelaXDDDylacaratambién!!—Nonospasemos,1
cállateperrademierdaculona,1
Lopeoresqueluegolosleesyestossimiosdeformadosinsinúanquelamujeresmalvadayunazorramuajajajajaenelfondosientolastimaporestosseres,0
Jajajajavoscállateputa.,1
Callatebobohijodeputabestiahumanalacraasquerosaizquierdistasraterosmalparidos,0
"Eso,incompatibleconsermoromierda,omusulmono.",1
Estegüeroanotandoparamipickde+375.VivaDinamarcacarajo,0
"noentiendoesodeenseñarlelapollaacualquieradeverdad,noleencuentroelsentido",0
Meobliganatragarpollaymemeanenlacara,0
LOMASSATURADOESVERMIPOLLAENTUCULOAGUJEREADO,0
"Si,estoydeacuerdo.Aningúnhombrelepasaríaporlacabezaqueunamujeresputaporsubirfotossemidesnuda.Libertadyrespeto.",0
"LopeordetodoesquetúerespartedelaculpadeladestruccióndeVenezuelahijodelagrandísimaPUTA,yencimasiguessiendochavistaMALPARIDO.ahoranosevalenarrepentimientostienen18añosllevandoPALOypasandoronchayesahoritae",0
Bronceado2018goalsheidoalkebapymehanhabladoenárabe.misióncumplida,0
"lasacaronjustoaldiasiguientedeldocumental,porciertoexcelente,destapalacrudarealidaddelinmigranteydelosqquedamosenVzla.Madurocdtm",0
"Justificólaviolenciaalosdiputadosdiciendoqueellosfueronaprovocar,podessertanhijodeputamarcospeña?",0
CALLATEPERRALOCACONMETERTECONLOUISYAESMUCHO.TEMETESCONBARDERAS,1
Yonotediscutocomosacarunamuelaasíquecállatelaputamadre,0
"¿paraqueseinventóelalcohol?paraquelasfeas,gordasycanisperdieranlavirginidad.",1
"Haymujersinteligentes,si.Sonhombresquesehanoperadodecambiodesexo.Alrevésno.",1
"yaloslatinosnosdicensudacas,conquistados,eincivilizados,¿quécosas,no?(notodos)",1
MevoyapintarelpelogüeroparaqueAlfredomequiera,0
Losinmigrantesmuestransucaramásviolentaconpeleasenplenacalle—ElPueblodeCeuta,1
"Ayermeestabamuriendodeunaperrainfecciónenlagargantayhoymelapeló,yaestoymejor.",0
"Ytuereslaamigaperraquemelovamamaraespaldasdeella,estupida",1
JODERMECAGOENLAPUTAQUEROBORAOULSELOMERECÍAJODEROTGala8,0
"Selohaganadoapulso,yhasidomuycomedido.Esemusulmonooselopiensalapróximavez.Oledanotramayor.",1
Asíquetúereselhijodeputaqueseestácomiendotodoslosñus...Ventequevamosahablar,0
Repostwithget_repost・・・besosdemezcalpa’elGüero.¡felizviernes!,0
"JAJAJAJAJAJAElmultitaskingeslodehoy:PerraenInstagram,emoenTwitter,ridículasporFacebookydivasenWhatsApp,todoalamismavezysinmezclarhistorias.",1
Callatelaputabocaresentidoylaproximavesbusquenvaselinaporquenoqueremoshijo,0
1.eldesnudosiemprehaformadopartedelarte2.elarteessuperrelativo3.callatelabocadeunaputavez,0
Simaltratasaunanimalsosunhijodeputaytemerecésvivirdelapeormanera,0
Lastima....callatezorra!!!!!!!,1
Mereciasserahogadohijodeperraperomildis,0
AntonioAdán:Minoviaessevillistayesunaputamas|Sevilla3Real...vía,1
"Siempretehagoelaguantecallate,mñasiperra",1
"Losprocesosadministrativostienenqueserrápidosparamenoresinmigrantesrefugiades,yaqueelfuturodeesesmenoresestáenjuego.Eldíademañanasiquierentrabajar,seguiránsinesospapeles,loshombresterminaránentrabajosirregularesylasmujeresenprostitución.",0
"Buenosdias,atrabajarenlafabricaparapagaralosrefugiadosydemas...graciasSánchezporsertanhijodeputa.",1
"Mirna,paraalgunasfeministascelebrarleunvestidoaunamujeresacoso,ojoahí",0
"...habemosmuchoshombresencontradelacoso;esosí,notodosloexpresamosdesdeelprejuiciosexista.Surespuestaseganaráaplausosylikesdelosbienpensantes'peroenciertospasajesnorepresentamásqueelextremoopuestodeladesastrosacolumnadeCaballero.'",0
-Mujer:Bésameunavezytepertenecereparasiempre?-Hombre:Ostia!Graciasporlaadvertencia!,1
Aycállateperra.,1
"Llamar“malaputa”aunamujeresdenominado“poemasatírico”...Sientoverdaderoasco,deoír,leeryverestetipodeataquesadiarioaenlosmediospro_independentistas.Necesitamosmásquenunca",0
"Esodemuestraquenoson“refugiados”depaísesenguerra,sinoeconómicos,loqeshumano,hastaqtedascuentaqsiempiezanconmentiras,seguramenteloqbuscaesinvadirnoconvivir!",1
12añosjugandoalaPlayleenseñaronbastante.Quehijoderemilputa!!!!!!,0
"Llevamosya3casosasiladosdeviolenciadeinmigrantesenlazonadeBarcelonaenunasemana.¿Apartirdecuantoscasos,dejandeconsiderarse""""aislados""""?",1
"Apartaseltangaaunlado,posasmipollaentucoñoytedejascaerdespaciometiéndolaentera,queplacermedasentircomoaprietatucoñodurantetodoelrecorrido,bajanena",0
Callateperrayohagoloquequiero,1
meacabanaquideenseñaralniñopollaodeberiadecirPRINGADODELAVIDAQLOUNICOQHAHECHOENSUVIDA(indirectamente)ESTENERUNAPOLLAGRANDE....QUE.PUTO.ASCAZO.NIÑO.,0
"ytienenrazón,losinmigrantesvienenaimponernossuscostumbres",1
"Yocreíaqueesejueguitosoloexistíaparalosárabes,jajaja.",0
"Túeresmiperra,¿yoquéculpa?",1
acabodeveraunaseñoraigualitaalupitad’alessioydijefuecomoOMFGISDATLALEONADORMIDAONOMASOTRASEÑORAGÜERA,0
"JAJJAJAJcállateperra,melodijoporotracosanoxeso",1
"ELORGULLOQUESIENTOESINMENSO,SOSÚNICOTeloremerecesporquesosunactorazodelaputamadre",0
"AMIGOSCONTODOELRESPETOYCONMASHUMOR,LESCOMPARTOESTAPUBLICIDADDETACOSÁRABESYMAS,UBICADOENCAMINOVIEJOALAVENTOSA,DONDEENCONTRARA:TACOSÁRABESTACOSORIENTALES,TACOSDEBISTECQUESADILLASTLAYUDAS&lt;3&lt;3&lt;3NODEJEDEPROBARLOS....",0
Lapolicíabritánicapermitiólaviolaciónde1.000niñaspobresporpartedeárabesvia,1
"Veteatomarporculogilipollas,tuFelipetendríasqestarenlaputaminaycállatelaboca!!QuenotienesniideaaquíenEspañasigueestandolamismaputadictadurasolamentequeadornadaconconsumismo.",0
"eresunabasuradepersona,locualnomesorprendeporqueeresSUDACA,yasisonlostercermundistas",1
CallateporzorralediceDamiánjajajaja,1
"Teñidadelortomediceelcaradeartesaníaprehispánica.Seguíssiendosudacaamigo,poralgonopodesirteatualemanianatal.",1
"EnCeutahayunamontañaquesimbolizatodoloqueocurreaambosladosdelavallaPERFILADAenlaroca,conelbusto...",0
HoytodaestaescoriaestácalladamegustaríaoírloshablarHDPasesinos,0
"-¿Aquíeslaoficinadeatencióncontraelracismo?-Claroquesí,páselepincheindioprietosarrapastrozoahoritaloatendemos,primeroquepaseelgüero.",1
elsimiofuenlabreñoalcualtengoquevermásamenudo.Eresuntíodeputamadreytemereceslomejordelmundo.Esperoqueen2018tevayatododelujoyempiecesporlapuertagrande.,0
CALLATEQUEMAÑANANOSVEMOSPERRA,1
"Yloquenoeslavoz,¿Eh?¡MovimientoSEMEN!",0
"Meponemalvertemal,peronopormi,sinoporvos,LAPUTAMADRETEmereceselcielonotequedesenunanubesola.",0
600manterossaltaronlavallaenCeutaelotrodía.,0
"Pedimospicadaárabe?3palabras,1corazónfeliz",0
Quetecallesyapesao...ACEPTALODEUNAPUTAVEZYdejaloyaenelpasadopidedisculpasyyaconbio,0
Lucascallatequenoleesdmnuncalaputaqueteparioahre,0
Cómomeatraenlasgüeras,0
perocallateputanonosvemoshacemesesyahoraquemevoymequerésverMECAESMALAGUSTINA,1
Tuereselgilipollasquenohastocadounlibrodehistoriaentuputavidayvasdelistosinsaberdeloquehablas,0
¿Estopodríaexplicarelbrutismocaribeñoyelsubsahariano?¿Habrácorrelación?Extremeheatlinkedwithreducedcognitiveperformanceamongyoungadultsinnon-air-conditionedbuildings:,1
Meencantariadarteunasnalgadasricas—Amímeencantaríapegarteunahostiaenlacara,0
Porquelasmujeresvenlaspeliculaspornoenteras?-Porquesecreenquealfinalsevanacasaroalgo.,1
"Porqueandanllamandogata,zorraoputaabaekhyunsieshombre,mangaderidiculas",0
"esunachinguitahacertamales',refunfuñamisirvientaladiódora.'cállateotevanasaliragrios',ledigo...bueno,paraquélescuentoaustedesfresitasquefueronalauniversidad,quévanasaberdehacertamales",0
"EsagenteinsultandoycondenandoalasesinodeDianaQuerperoqueluegolequitanimportanciaalacoso,violaciónymaltratoalamujer...",0
"CoñohayunaGRANcantidaddevídeospornoamateurysonbastantebuscadoslaverdad,porquesonchicas'normales',lagenteseimaginasuvecina,suamiga,etc.Bueno,pero¿quetienequever?Habláisdelpornocomotalnodesuscir",0
"Nonosconfundamos,muchasmujeresposandevictimasdeacososoloconunamirada,ridículas;¿estassehabráncomparadoconloquesufrieronlasguerrillerasenlasFarcporejemplo?",1
Vengasicomemelaxddd,0
CállateputaKatyPerridelosxiniyos(ynuncamejordicho),1
Inglesyárabe,0
JAJAJAJAJAJAcallateMicazorra,1
"Unomasimbécildirás,hastalapollayaestabalagenteconlaspayasadasdeAlvesyneymar...",0
"SiDiosmaldijoaEvaporquesecomióunamanzana,imagínenseloquevaahacercuandoseenteredequeandande""""borrachas""""yde""""putas""""todoslosfinesdesemana.LAMENTABLE.",0
"comoestáistanevolucionadosculturalmentelerecordaisacualquieracualessonlasnormascívicas.Españoles,negrosyárabessinexcepcion,yonohevistoespañolesponiendopiesenasientos.Negrosyárabesbastantes.",1
"QUENOSONNILASOCHODELAMAÑANA,CALLATEYECHATEADORMIRENVEZDEHABLARDELAPUTAESPICHA.",0
"yestándeseososdeayudaralosmoromierdasquelleganenoleadasaviolartodaslasmujeresyniñosquepuedan.Yoye,siselegalizamejor,¿eh?ELPROBLEMAESQUEESTONUNCALESPASAASUSHIJOSYNIETOS.LASTIMA!",1
"ElDirectorGeneraldelaGuardiaCivilrecorreráestatardelavallaquefueasaltadaenCeuta.¡¡¡ABUENASHORAS,MANGASVERDES!!!",0
Tuereszorraamigajajajajajajajaja,0
ODIAMEEROALMIRARTEAUNESPEJORECUERDAYOSOYAGILYATRACTIVATUERESUNAPUTACERDA,1
Yestossonloshijosdeputaquevanalucharcontralaviolenciaqueejercencontralasmujeres.EsquenometronchoporqueNOTIENENIPUTAGRACIA,0
"Siyosoynazi,tueresunhijodeputa",0
"LomalodeltemadeacosossexualquesedaenTODOSlados…essimple…abusofísico,violaciónocoacciónsonundelito…PERO!!!Elcoqueteoinsistenteotorpenoloes,nieslacaballerosidadunaagresiónmachista…Perolaexageraciónsensacionalistaeslodehoy¿no?",0
"ICEledagranprioridadalaluchacontralainmigraciónilegal,incluyendolabúsquedadeextranjerosconantecedentespenalesquepresentanunaamenazaparalaseguridadpública",0
"Queriacharlardealgo,yosoyfeminista,siemprequeunavictimahabladealgunabuso,acosooviolacionquesufrionolecues...—escomplicadoporquemeestapasandolomismoconmiviejo,laexloestaacusandodecosasques...",0
"Deregresoaltrabajo.EncanchaparaUnivisiónDeportesenelAméricavsVeracruz.Seacabóhastalamelenagüera.Ahínosescuchamos,hermanos",0
"yoseqsoylapersonaindicadaparaestosmomentos,notelomereces,perososmihermanohijodemilputa,ahithablo",0
"Hablemosdelapalizaalturistaamericanopormanterossubsaharianos,esosqueentranechandocalvivaalaguardiacivil...nomejorvolvemosalodeFrancoquefuemuymaloyevitómuchaschecasygulagssinollegaalevantarseenesaanárquicaEspaña",1
Callatequevosnirollostienescheputa,1
Quieroiteunlomitoarabecomsalsadeajo,0
Laintroduccióndelosdiscursosdedisculpadelosacusadosdeacososexualesteaño:,0
"Enestepaís,loquehayquehacerdeunapuñeteravez,esquetodoilegal(sinpapeles)seadeportadoasupaísdeunavez.YavaledetantobuenismoyayudasainmigrantesantesquealospropiosEspañoles.",1
"LlegaránenmasaaCartagena.Denosotrosynuestrosgobernantesdependedarconlaverdaderasoluciónnatural,loscamposdeautogestiónderefugiadosodarpasoaunainvasiónentodareglaennuestrascallesylaconfrontaciónsocialdeextremistas",1
unachicadijoquenolegustaronloschistessobreacosoyviolaciónenelvideodeRubényestolecontestabanalgunosdesusfans,0
Lazorrasequedacalladaporquesabequemicomboespuropower,1
comemelahsoysicojemosahinomasnopasanadaahre,0
CállatequelaqueclavaelvistososvosZorra,1
comemelalindoJAJAJA,0
"Nosonsubsaharianos,sonNegros.Queyosepa,SudányNígerestánenelSáhara.FronterasSeguras",1
Elinmigrantequesequejadelinmigrantequesequejadelinmigrante...yasíhastaelinfinito.,0
"Tepuedotenertodoelrespetodelmundo,peroesqueconunaputavozquemedesyanotelomereces.Entenderlorespetoporrespeto.",0
ElasesinatosehaceennombredelAntifascismo.Imbecilescomotúhacenqueestaescoriacrezca.,0
Cállatezorrapriista,1
MiraenunfuturobuscatrabajosenlosquetequieranpORQUENOMERECESESTAPUTAMIERDADETRATO,0
"TransparenciaVenezuelaCuandounindocumentadopasadereposeroychocadordeautobusesdelmetroa""""manejar""""lapolíticaeconómicadelpaísquehugochávezyahabíadestruido,tenemoselresultadodelaVzlacompletamentedestruida.",1
"Ultrapendejaesteciudadanocomún,teatrolebajopelotudis,esposeloy6horasalcalabozo..Vagoindocumentado...",1
Brigadahumanitariallevaaguaainmigrantesquecruzandesierto,0
"Muchaspersonascreenqunamujeresabusadaoacosadaporirmuydescubierta,peroyohevistoacosoamujeresporlocontrariotambién,mujerescuyareligiónocreenciassonotrasysonacosadasporeso.Esodemuestraqhayunstandardtácitodmujer,yqseesperaseacubierto",0
JACKIEYHYDEMERECIANESTARJUNTOSLAPUTAMADREQUIEROROMPERTODO,0
"ReinoUnidocerocristianosentrelos1,112sirios""""refugiados""""reubicadosenesdpaisenloquevadeaño,en2017soloreibicarona11.Unaclarapredisposiciónafavordesupremacistasfundamentalistasislámicos.Absurdoysuicida.",1
¡BUENOYTUERESUNAPUTAARRASTRADA!LaidyGómezcargócontraGuanipaylotachóde'divisionista'vía,1
"Yporquéel.peorinsultoqueseteocurrecontraunamujeresputa??Esmuchopeorservioladory/oasesino.Siendoputassóloperdemosnosotras...Pero,ahíestá,elmachismocultural.'Eh,qyonosoyracista,qtengounamigonegro'.",0
Delárboldelsilenciopendeelfrutodelaseguridad-ProverbioÁrabe,0
cuandonotengoanicominoviaesmiperra,1
"EstoyFLIPANDO.Leestabadiciendoaestechicoquemipadrepegabaeinsultabaamimadre,quetienedosdenunciasporviolenciadegéneroyórdenesdealejamientoysepusoadecirmequeéljamáspensaríaquelamujertienerazón,quesiesomepasóamíesporquesoyárabe",1
Elacososexualempiezaadestaparseenlaindustriamusical:poderosomagnateacusadodeviolaciónporvarias...,0
"Estoyhaciendoelcheck-inaunamuchachadelosEmiratosÁrabes.Ella:esetatuajeesárabe,¿no?Yo:sí(yopensandopadentro:porDiosyporAláqueelsignificadosealoqueyoquería)Ella:estal(unapalabrararaenárabe)Yo:Meladiceeninglésyyo:¡Sí!",0
"Nopuedoconloquedicelacanciónde‘queperramiamiga’:ytúeresperra,ládrame",1
Notodostenemostusmañaszorra,1
Dejadeprovocarmemalditaperra,1
JoderNagorecállatedeunaputavezpesadadeloscojonesaydioslaodioporquétantontadiooosesperoquenomedenuncieyvayaalacárcelporestoNagorevetealloraralDeluxeportunariz,0
"Preguntaparalaizquierda.Estaesparanota.Siabrimoslasfronterasindiscriminadamenteysincontrol,yuninmigranteagredeaunamujer,inmigrantetambién,conlaqueestáenunarelaciónsentimental,¿cómoselelocalizaparacitarleajuiciodespuésdelaagresión?",1
"Quecuzaanteslacalle,unamujerinteligenteounatortugavieja?Unatortugaviejaporquelasmujeresinteligentesnoexisten...",1
"Peroimbecil,novesquenohacesreiranadiejalabolas,calletequedatecomomuertoescoria",0
"CÓMOQUETEFOLLASAUNAPERRAYOLVIDASSUNOMBRE:0Sí,bebé,megustamuchotuinglés,podríasenseñarmeunpoco",1
laeducaciónsexualtambiénesaprenderquelasmujeresconpollaexistenysonvíctimasdeviolacion...Violanloshombresnolaspollas.,0
CómosuperoArabe.,0
TemonÁrabe,0
"EstudianteSuecaElinErsson,ImpideDeportaciónDeUnSolicitanteDeAsiloAfgano",0
"Mierda,mierdaysolomierdavienedeÁfrica,únicositiopararecoger,todaesabasura,musulmonoafricana.",1
"Cállateputa,zorra,borracha,drogadictaaa.",1
"holatengoelhcdequehinataesmitadirlandés,quetsukkiesmitadfranchuteyyamaguchimitadlatino&gt;&gt;&gt;i'mindrugs",0
"Oeldelosflacoscuandotevienenadecirdetodo,osea,situnoviaesunazorraproblemadeustedesnomio...",1
Callateputa,1
"LafalsaportadadelafalsarevistadicePopSinger.Puta,¿nohuboimaginaciónniparainventarseunnombrequerimaraconBritneySpears?¿LinsdsaySteers,WhitneyBeers,ShitneyShits?",0
MsdossaryCAMPEÓNdelMundodeFIFA2018.StefanoPinnanopudohacernadaanteelárabe.Resultadototalmentemerecido.FIFAeWorldCup,0
¿QuéactorpudoserungranAquamangüeroenelUniversoExtendidodeDC?Checanuestrovideoyentératedenuestrasopciones️:https://t.co/BkJqSPu3Bv,0
noocallateperraqueestoybuscandoalgoparapoderdormirjajaj,1
"UnodelosrefugiadosdelAquarius:""""Meobligaronaviolaramenoresyanimalesdurantemeses""""(Alfinallosmásracistasyesclavistassonotrosafricanos.Poresohayquesolucionarelproblemaunsitu.Sinolasmafiasganan)vía",1
Hayracismocuandonocreenquesoysuhermanaporquesoygüera,1
Siloqueestasosabuscaesprovocarloconsigue.Esmuyzorra.,1
igualpostaodiolospiescapaztenespiefeoymejodesapoyandomeloenlacaraytepegounhachazo,0
MásresidentesenEmiratosÁrabesaseguranlucharparallegarafindemes,0
CállatePerramalparidadeJuanykimnohables,1
IlikedavideoFranciscoTárrega-Caprichoárabe,0
"LoprimeroquehaceSanchezdarmascoberturaymasmedidasalainmigraciónilegal,enseñanzaenárabebajadadeltiempoparanacionalizarsemiraraotroladoconloscadadiamasagresivosmanterosetc.",1
LosqueasaltaronlavalladeCeutaconlanza-Llamasyconcalviva¿Tambiénsonvictimas,1
"―Confundesreinaconzorra,pf.Cállateantesdequetearranquelapeluca.",0
"Temerecesquedartesinnada¡Tucreesquesialamujerqueyoquierolellamaranputayonomeibaalevantar....YADEMASQUEMASDA,SUTRABAJO,VAMOSAVER,ERESUNCOBARDEYUNAMIERDADETIO,Quedecepcion...masvalequedarte",0
"esunaputagilipollezalarmarseasi,enserioquehaydemalo?noestadesnudanotienenadaqueenseñar,porquetantorevuelo?Paraesopuedesponerropaatupjsitantotemolestaverle'desnudo'unpoquitodelogica",0
Quelindoespoderescucharmúsicaárabeconalguienquetambiénlegusta,0
"Yanimehablesdeesaescoria,aunquenotodossonmalos.",0
Tunotemerecesqyomeesfuerceenponerniunacomaparaqteahoguesalleer,0
"Bobohijodeperra,ustedcreequevaaenseñarleaMessiollegaaaprenderdelmásgrande?",0
comemelatuamimamonXDDDD,0
"Laminatambiénbastanteputa.Onda,laqueestadenoviaesellanoel",1
Mevoydeviajeconunostíosdemipapáysolohablanenárabe,0
HolasoyTraedRufflestunoviaesunaputameacabodepasarelTekkenconCasemiroreídmelasgraciasporfavor,1
"Desbloqueme,dalezorrita.Sabesporquétecaguéapalo?Porputa,temerecíaslacagadaapalo'Loqueunotienequeescucharenlacalle",1
Tueresmioputaytecallascabron,0
Megustamachinmipelolargoygüero️,0
"*tellsmygrandmameandDanielarefighting“ayyyyypobrecitomihijo,túereslaperradesgraciada”",1
telomerecesxnobailarconmigoayerpedazofeputa,1
No!puedesconesepapelparaserSANTANAserequiereserunaPERRA!!desdenacimientoytueresdemasiadoQuinnFabrayesdecirmosquitamuerta.,1
jajajajajajsoyimbeciltremenoacosoatutuitipobreajajajjaayo+<3,0
SiguelapeligrosisimatendenciaintegristayantiarabedeNetanyahuconelsilenciocomplicedelamayoriaisraeliyUSA:MilesprotestaroncontraelEstadojudío|MultitudinariamanifestaciónenIsraelencontradeldecretodeNetanyahuvía,0
EsebueyfelizensupaísgabachootroAnayaquedesdeelextranjeroquierengobernar,0
"REFUGIADOSSI,INMIGRANTESLOSNECESARIOSYLOSQUEREALMENTEPODAMOSATENDER,piensoqueEspañasólodeberíaacogerydeunaformaordenadaainmigranteslatinoamericanosdehablaespañola,cristianos,que...",1
callatesemeveperfectaperra,1
"Callate,hijodaputa",0
"RetweetedLaSillaRota(@lasillarota):""""Atendíasexualmentea30hombresaldía,entreellospolicíasymilitares""""EstaeslaHistoriade""""LaGüera""""Video",0
"abusabadeél,esunazorramerecíamorir.",1
¿Quiénlesenseñaráaloshijosfeputaaserhijosdeputa?,0
Oshabéisdadocuentadequepodríaispintarleunapollaenlacaraaunvampirodormidoysepasaríamesesconella?,0
